COMUNA_NAME,GLOSA,TOTAL
Arica,"Harinas silíceas fósiles (por ejemplo: «kieselguhr», tripolita, diatomita) y demás tierras silíceas análogas, de densidad aparente inferior o igual a 1, incluso calcinadas.","410827,21"
Arica,"Productos a base de cereales obtenidos por inflado o tostado (por ejemplo: hojuelas o copos de maíz); cereales (excepto el maíz) en grano o en forma de copos u otro grano trabajado (excepto la harina, grañones y sémola), precocidos o preparados de otro modo, no expresados ni comprendidos en otra parte.","387990,2"
Arica,"Muelles (resortes), ballestas y sus hojas, de hierro o acero.",382940
Arica,"Pescado fresco o refrigerado, excepto los filetes y demás carne de pescado de la partida 0304.","367690,23"
Arica,"Preparaciones aglutinantes para moldes o núcleos de fundición; productos químicos y preparaciones de la industria química o de las industrias conexas (incluidas las mezclas de productos naturales), no expresados ni comprendidos en otra parte.",338940
Arica,"Abonos minerales o químicos, con dos o tres de los elementos fertilizantes: nitrógeno, fósforo y potasio; los demás abonos; productos de este Capítulo en tabletas o formas similares o en envases de un peso bruto inferior o igual a 10 kg.","306328,68"
Arica,"Motocicletas (incluidos los ciclomotores) y velocípedos equipados con motor auxiliar, con sidecar o sin él; sidecares.",292084
Arica,Preparaciones alimenticias no expresadas ni comprendidas en otra parte.,"281562,62"
Arica,"Preparaciones de belleza, maquillaje y para el cuidado de la piel, excepto los medicamentos, incluidas las preparaciones antisolares y las bronceadoras; preparaciones para manicuras o pedicuros.","250815,59"
Arica,"Extractos, esencias y concentrados de café, té o yerba mate y preparaciones a base de estos productos o a base de café, té o yerba mate; achicoria tostada y demás sucedáneos del café tostados y sus extractos, esencias y concentrados.","236923,9"
Arica,"Artículos para el transporte o envasado, de plástico; tapones, tapas, cápsulas y demás dispositivos de cierre, de plástico.","230809,47"
Arica,"Desperdicios y desechos, de cobre.","223645,2"
Arica,"Las demás frutas u otros frutos, frescos.",213253
Arica,Preparaciones capilares.,"209004,67"
Arica,"Asientos (excepto los de la partida 9402), incluso los transformables en cama, y sus partes.","191693,4"
Arica,"Topadoras frontales (buldóceres), topadoras angulares («angledozers»), niveladoras, traíllas («scrapers»), palas mecánicas, excavadoras, cargadoras, palas cargadoras, compactadoras y apisonadoras (aplanadoras), autopropulsadas.","187668,96"
Arica,"Herramientas neumáticas, hidráulicas o con motor incorporado, incluso eléctrico, de uso manual.","158006,16"
Arica,Perfumes y aguas de tocador.,"147064,52"
Arica,"Leche y nata (crema), sin concentrar, sin adición de azúcar ni otro edulcorante.","130352,16"
Arica,"Partes identificables como destinadas, exclusiva o principalmente, a las máquinas o aparatos de las partidas 8425 a 8430.","122924,62"
Arica,"Invertebrados acuáticos, excepto los crustáceos y moluscos, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera; invertebrados acuáticos, excepto los crustáceos y moluscos, ahumados, incluso cocidos antes o durante el ahumado; harina, polvo y «pellets» de invertebrados acuáticos, excepto de los crustáceos y moluscos, aptos para la alimentación humana.",116700
Arica,"Correas transportadoras o de transmisión, de caucho vulcanizado.","116156,22"
Arica,"Sal (incluidas la de mesa y la desnaturalizada) y cloruro de sodio puro, incluso en disolución acuosa o con adición de antiaglomerantes o de agentes que garanticen una buena fluidez; agua de mar.","111315,68"
Arica,"Motores y generadores, eléctricos, excepto los grupos electrógenos.","108601,53"
Arica,"Preparaciones para sopas, potajes o caldos; sopas, potajes o caldos, preparados; preparaciones alimenticias compuestas homogeneizadas.",102738
Arica,Remolques y semirremolques para cualquier vehículo; los demás vehículos no automóviles; sus partes.,94195
Arica,"Centrifugadoras, incluidas las secadoras centrífugas; aparatos para  filtrar o depurar líquidos o gases.",89922
Arica,"Pastas alimenticias, incluso cocidas o rellenas (de carne u otras sustancias) o  preparadas de otra forma, tales como espaguetis, fideos, macarrones, tallarines,  lasañas, ñoquis, ravioles, canelones; cuscús, incluso preparado.",87961
Arica,"Papel del tipo utilizado para papel higiénico y papeles similares, guata de celulosa o napa de fibras de celulosa, de los tipos utilizados para fines domésticos o sanitarios, en bobinas (rollos) de una anchura inferior o igual a 36 cm o cortados en formato; pañuelos, toallitas de desmaquillar, toallas, manteles, servilletas, sábanas y artículos similares para uso doméstico, de tocador, higiénico o de hospital, prendas y complementos (accesorios), de vestir, de pasta de papel, papel, guata de celulosa o napa de fibras de celulosa.","84900,81"
Arica,Monturas (armazones) de gafas (anteojos) o artículos similares y sus partes.,"82717,52"
Arica,"Compresas y tampones higiénicos, pañales para bebés y artículos similares, de cualquier materia.","81858,9"
Arica,"Uvas, frescas o secas, incluidas las pasas.",81240
Arica,"Máquinas y aparatos mecánicos con función propia, no expresados ni comprendidos en otra parte de este Capítulo.","79003,08"
Arica,"Redes de mallas anudadas, en paño o en pieza, fabricadas con cordeles, cuerdas o cordajes; redes confeccionadas para la pesca y demás redes confeccionadas, de materia textil.","71878,18"
Arica,"Aparatos eléctricos de alumbrado o señalización (excepto los artículos de la partida 8539), limpiaparabrisas, eliminadores de escarcha o vaho, eléctricos, de los tipos utilizados en velocípedos o vehículos automóviles.",69508
Arica,"Los demás frutos de cáscara frescos o secos, incluso sin cáscara o mondados.",66400
Arica,"Cordeles, cuerdas y cordajes, estén o no trenzados, incluso impregnados, recubiertos, revestidos o enfundados con caucho o plástico.","65821,47"
Arica,"Confituras, jaleas y mermeladas, purés y pastas de frutas u otros frutos, obtenidos por cocción, incluso con adición de azúcar u otro edulcorante.","63183,04"
Arica,"Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 4803, 4809 ó 4810.","62802,75"
Arica,"Granos de cereales trabajados de otro modo (por ejemplo: mondados, aplastados, en copos, perlados, troceados o quebrantados), excepto el arroz de la partida 1006; germen de cereales entero, aplastado, en copos o molido.","54235,9"
Arica,"Pescado seco, salado o en salmuera; pescado ahumado, incluso cocido antes o durante el ahumado; harina, polvo y «pellets» de pescado, aptos para la alimentación humana.","51890,8"
Arica,"Harina, sémola, polvo, copos, gránulos y «pellets»,  de papa (patata)*.",50422
Arica,"Tortas y demás residuos sólidos de la extracción de grasas o aceites vegetales, incluso molidos o en «pellets», excepto los de las partidas 2304 ó 2305.",49505
Arica,"Los demás artefactos flotantes (por ejemplo: balsas, depósitos, cajones, incluso de amarre, boyas y balizas).","49370,97"
Arica,"Aceite de oliva y sus fracciones, incluso refinado, pero sin modificar químicamente.","48769,3"
Arica,Los demás muebles y sus partes.,"46522,26"
Arica,"Jabón; productos y preparaciones orgánicos tensoactivos usados como jabón, en barras, panes, trozos o piezas troqueladas o moldeadas, aunque contengan jabón; productos y preparaciones orgánicos tensoactivos para el lavado de la piel, líquidos o en crema, acondicionados para la venta al por menor, aunque contengan jabón; papel, guata, fieltro y tela sin tejer, impregnados, recubiertos o revestidos de jabón o de detergentes.","43945,35"
Arica,"Aceites de petróleo o de mineral bituminoso, excepto los aceites crudos; preparaciones no expresadas ni comprendidas en otra parte, con un contenido de aceites de petróleo o de mineral bituminoso superior o igual al 70 % en peso, en las que estos aceites constituyan el elemento base; desechos de aceites.",42090
Arica,"Artículos para la construcción, de plástico, no expresados ni comprendidos en otra parte.","39501,54"
Arica,"Herramientas de dos o más de las partidas 8202 a 8205, acondicionadas en juegos para la venta al por menor.","39501,54"
Arica,Las demás manufacturas de aluminio.,"39501,54"
Arica,Polipastos; tornos y cabrestantes; gatos.,"39501,54"
Arica,"Bombas para líquidos, incluso con dispositivo medidor incorporado; elevadores de líquidos.",36055
Arica,"Café, incluso tostado o descafeinado; cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción.",36017
Arica,"Materias colorantes de origen vegetal o animal (incluidos los extractos tintóreos, excepto los negros de origen animal), aunque sean de constitución química definida; preparaciones a que se refiere la Nota 3 de este Capítulo a base de materias colorantes de origen vegetal o animal.",35795
Arica,"Papel del tipo utilizado para papel higiénico, toallitas para desmaquillar, toallas, servilletas o papeles similares de uso doméstico, de higiene o tocador, guata de celulosa y napa de fibras de celulosa, incluso rizados («crepés»), plisados, gofrados, estampados, perforados, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas.","34732,8"
Arica,"Suero de mantequilla (de manteca)*, leche y nata (crema) cuajadas, yogur, kefir y demás leches y natas (cremas), fermentadas o acidificadas, incluso concentrados, con adición de azúcar u otro edulcorante, aromatizados o con frutas u otros frutos o cacao.","32932,3"
Arica,"Depósitos, barriles, tambores, bidones, latas o botes, cajas y recipientes similares, para cualquier materia (excepto gas comprimido o licuado), de fundición, hierro o acero, de capacidad inferior o igual a 300 I, sin dispositivos mecánicos ni térmicos, incluso con revestimiento interior o calorífugo.","32363,1"
Arica,"Desperdicios y desechos, de aluminio.","28261,78"
Arica,"Las demás arcillas (excepto las arcillas dilatadas de la partida 6806), andalucita, cianita y silimanita, incluso calcinadas; mullita; tierras de chamota o de dinas.",28000
Arica,"Campanas, campanillas, gongos y artículos similares, que no sean eléctricos, de metal común; estatuillas y demás artículos de adorno, de metal común; marcos para fotografías, grabados o similares, de metal común; espejos de metal común.",27588
Arica,"Tapones y tapas (incluidas las tapas corona, las tapas roscadas y los tapones vertedores), cápsulas para botellas, tapones roscados, sobretapas, precintos y  demás accesorios para envases, de metal común.","26711,48"
Arica,"Preparaciones para afeitar o para antes o después del afeitado, desodorantes corporales, preparaciones para el baño, depilatorios y demás preparaciones de perfumería, de tocador o de cosmética, no expresadas ni comprendidas en otra parte; preparaciones desodorantes de locales, incluso sin perfumar, aunque tengan propiedades desinfectantes.","26522,2"
Arica,"Preparaciones  para  salsas y  salsas  preparadas; condimentos  y  sazonadores,  compuestos; harina de mostaza y mostaza preparada.",25272
Arica,"Las demás manufacturas moldeadas de fundición, hierro o acero.",24210
Arica,Agrios (cítricos) frescos o secos.,24180
Arica,Los demás motores y máquinas motrices.,23015
Arica,"Partes identificables como destinadas, exclusiva o principalmente, a los motores de las partidas 8407 u 8408.",22390
Arica,"Carrocerías de vehículos automóviles de las partidas 8701 a 8705, incluidas las cabinas.",22196
Arica,"Cajas, sacos (bolsas), bolsitas, cucuruchos y demás envases de papel, cartón, guata de celulosa o napa de fibras de celulosa; cartonajes de oficina, tienda o similares.","22093,6"
Arica,"Desechos, desperdicios y recortes, de caucho sin endurecer, incluso en polvo o gránulos.","21633,27"
Arica,"Baúles, maletas (valijas), maletines, incluidos los de aseo y los portadocumentos, portafolios (carteras de mano), cartapacios, fundas y estuches para gafas (anteojos), binoculares, cámaras fotográficas o cinematográficas, instrumentos musicales o armas y continentes similares; sacos de viaje, sacos (bolsas)* aislantes para alimentos y bebidas, bolsas de aseo, mochilas, bolsos de mano (carteras), bolsas para la compra, billeteras, portamonedas, portamapas, petacas, pitilleras y bolsas para tabaco, bolsas para herramientas y para artículos de deporte, estuches para frascos y botellas, estuches para joyas, polveras, estuches para orfebrería y continentes similares, de cuero natural o regenerado, hojas de plástico, materia textil, fibra vulcanizada o cartón, o recubiertos totalmente o en su mayor parte con esas materias o papel.","21623,76"
