COMUNA_NAME,GLOSA,TOTAL
Peralillo,"Barriles, cubas, tinas y demás manufacturas de tonelería  y sus partes, de madera, incluidas las duelas.",3917
Peumo,"Vino de uvas frescas, incluso encabezado; mosto de uva, excepto el de la partida 2009.","30235060,86"
Peumo,"Uvas, frescas o secas, incluidas las pasas.","1358418,4"
Peumo,"Damascos (albaricoques, chabacanos)*, cerezas, duraznos (melocotones)* (incluidos los griñones y nectarinas), ciruelas y endrinas, frescos.",408598
Peumo,"Manzanas, peras y membrillos, frescos.","227099,16"
Peumo,"Las demás frutas u otros frutos, frescos.",28798
Pichidegua,"Carne de animales de la especie porcina, fresca, refrigerada o congelada.","77221785,92"
Pichidegua,"Despojos comestibles de animales de las especies bovina, porcina, ovina, caprina, caballar, asnal o mular, frescos, refrigerados o congelados.","6816612,12"
Pichidegua,"Semillas, frutos y esporas, para siembra.","4241948,3"
Pichidegua,"Tripas, vejigas y estómagos de animales, excepto los de pescado, enteros o en trozos, frescos, refrigerados, congelados, salados o en salmuera, secos o ahumados.","1862058,88"
Pichidegua,"Tocino sin partes magras y grasa de cerdo o de ave sin fundir ni extraer de otro modo, frescos, refrigerados, congelados, salados o en salmuera, secos o ahumados.","1453266,84"
Pichidegua,"Las demás frutas u otros frutos, frescos.",1088732
Pichidegua,"Uvas, frescas o secas, incluidas las pasas.","728354,7"
Pichidegua,"Cebollas, chalotes, ajos, puerros y demás hortalizas aliáceas, frescos o refrigerados.","189908,7"
Pichidegua,"Vino de uvas frescas, incluso encabezado; mosto de uva, excepto el de la partida 2009.",72120
Pichidegua,"Manzanas, peras y membrillos, frescos.",21742
Pirque,"Vino de uvas frescas, incluso encabezado; mosto de uva, excepto el de la partida 2009.","97483048,96"
Pirque,"Frutas y otros frutos, secos, excepto los de las partidas 0801 a 0806; mezclas de frutas u otros frutos, secos, o de frutos de cáscara de este Capítulo.","20196268,59"
Pirque,"Cajones, cajas, jaulas, tambores y envases similares, de madera; carretes para cables, de madera; paletas, paletas caja y demás plataformas para carga, de madera; collarines para paletas, de madera.","2344534,66"
Pirque,"Jugos de frutas u otros frutos (incluido el mosto de uva) o de hortalizas, sin fermentar y sin adición de alcohol, incluso con adición de azúcar u otro edulcorante.","1071843,58"
Pirque,"Frutas y otros frutos, sin cocer o cocidos en agua o vapor, congelados, incluso con adición de azúcar u otro edulcorante.","624037,26"
Pirque,"Los demás papeles, cartones, guata de celulosa y napa de fibras de celulosa, cortados en formato; los demás artículos de pasta de papel, papel, cartón, guata de celulosa o napa de fibras de celulosa.","419289,9"
Pirque,Miel natural.,"182006,19"
Pirque,"Cajas, sacos (bolsas), bolsitas, cucuruchos y demás envases de papel, cartón, guata de celulosa o napa de fibras de celulosa; cartonajes de oficina, tienda o similares.","161181,75"
Pirque,"Aparatos mecánicos accionados a mano, de peso inferior o igual a 10 kg, utilizados para preparar, acondicionar o servir alimentos o bebidas.","32761,53"
Pirque,"Artículos de vidrio para servicio de mesa, cocina, tocador, baño, oficina, adorno de interiores o usos similares (excepto los de las partidas 7010 ó 7018).","32761,53"
Pirque,"Artículos para el transporte o envasado, de plástico; tapones, tapas, cápsulas y demás dispositivos de cierre, de plástico.","32761,53"
Pirque,Las demás manufacturas de aluminio.,"32761,53"
Pirque,Los demás muebles y sus partes.,"32761,53"
Pirque,"Vajilla, artículos de cocina o de uso doméstico y artículos de higiene o tocador, de plástico.","32761,53"
Pirque,"Confituras, jaleas y mermeladas, purés y pastas de frutas u otros frutos, obtenidos por cocción, incluso con adición de azúcar u otro edulcorante.","21595,06"
Pirque,"Agua, incluidas el agua mineral y la gaseada, con adición de azúcar u otro edulcorante o aromatizada, y demás bebidas no alcohólicas, excepto los jugos de frutas u otros frutos o de hortalizas de la partida 2009.",10550
Pitrufquén,"Nabos forrajeros, remolachas forrajeras, raíces forrajeras, heno, alfalfa, trébol, esparceta, coles forrajeras, altramuces, vezas y productos forrajeros similares, incluso en «pellets».","84235,43"
Placilla,"Vino de uvas frescas, incluso encabezado; mosto de uva, excepto el de la partida 2009.","2901535,09"
Placilla,"Tejidos de gasa de vuelta, excepto los productos de la partida 5806.","452748,39"
Placilla,"Tejidos de hilados de filamentos sintéticos, incluidos los tejidos fabricados con los productos de la partida 5404.","403235,49"
Placilla,"Aparatos de radar, radionavegación o radiotelemando.","186424,15"
Placilla,"Máquinas y aparatos de clasificar, cribar, separar, lavar, quebrantar, triturar, pulverizar, mezclar, amasar o sobar, tierra, piedra u otra materia mineral sólida (incluidos el polvo y la pasta);  máquinas de aglomerar, formar o moldear combustibles minerales sólidos, pastas cerámicas, cemento, yeso o demás materias minerales en polvo o pasta; máquinas de hacer moldes de arena para fundición.","61664,13"
Placilla,"Baúles, maletas (valijas), maletines, incluidos los de aseo y los portadocumentos, portafolios (carteras de mano), cartapacios, fundas y estuches para gafas (anteojos), binoculares, cámaras fotográficas o cinematográficas, instrumentos musicales o armas y continentes similares; sacos de viaje, sacos (bolsas)* aislantes para alimentos y bebidas, bolsas de aseo, mochilas, bolsos de mano (carteras), bolsas para la compra, billeteras, portamonedas, portamapas, petacas, pitilleras y bolsas para tabaco, bolsas para herramientas y para artículos de deporte, estuches para frascos y botellas, estuches para joyas, polveras, estuches para orfebrería y continentes similares, de cuero natural o regenerado, hojas de plástico, materia textil, fibra vulcanizada o cartón, o recubiertos totalmente o en su mayor parte con esas materias o papel.","48815,25"
Placilla,"Artículos para el transporte o envasado, de plástico; tapones, tapas, cápsulas y demás dispositivos de cierre, de plástico.",26328
Placilla,"Depósitos, cisternas, cubas y recipientes similares para cualquier materia (excepto gas comprimido o licuado), de fundición, hierro o acero, de capacidad superior a 300 l, sin dispositivos mecánicos ni térmicos, incluso con revestimiento interior o calorífugo.",4140
Placilla,"Máquinas y aparatos auxiliares para las máquinas de las partidas  8444, 8445, 8446 u 8447 (por ejemplo: maquinitas para lizos, mecanismos Jacquard, paraurdimbres y paratramas, mecanismos de cambio de lanzadera); partes y accesorios identificables como destinados, exclusiva o principalmente, a las máquinas de esta partida o de las partidas 8444, 8445, 8446 u 8447 (por ejemplo: husos, aletas, guarniciones de cardas, peines, barretas, hileras, lanzaderas, lizos y cuadros de lizos, agujas, platinas, ganchos).",1600
Porvenir,Lana sin cardar ni peinar.,"134016,44"
Porvenir,"Cueros y pieles en bruto, de ovino (frescos o salados, secos, encalados, piquelados o conservados de otro modo, pero sin curtir, apergaminar ni preparar de otra forma), incluso depilados o divididos, excepto los excluidos por la Nota 1 c) de este Capítulo.",25825
Pozo Almonte,"Flúor, cloro, bromo y yodo.",44377090
Pozo Almonte,"Abonos minerales o químicos, con dos o tres de los elementos fertilizantes: nitrógeno, fósforo y potasio; los demás abonos; productos de este Capítulo en tabletas o formas similares o en envases de un peso bruto inferior o igual a 10 kg.",76260
Pozo Almonte,"Automóviles de turismo y demás vehículos automóviles concebidos principalmente para el transporte de personas (excepto los de la partida 8702), incluidos los del tipo familiar («break» o «station wagon») y los de carreras.",18000
Providencia,Minerales de cobre y sus concentrados.,"374876235,75"
Providencia,Cobre sin refinar; ánodos de cobre para refinado electrolítico.,"278544889,5"
Providencia,"Filetes y demás carne de pescado (incluso picada), frescos, refrigerados o congelados.","212761122,38"
Providencia,"Vino de uvas frescas, incluso encabezado; mosto de uva, excepto el de la partida 2009.","203918139,36"
Providencia,"Frutas y otros frutos, sin cocer o cocidos en agua o vapor, congelados, incluso con adición de azúcar u otro edulcorante.","170746310,61"
Providencia,"Cobre refinado y aleaciones de cobre, en bruto.","100170063,33"
Providencia,"Uvas, frescas o secas, incluidas las pasas.","88404574,72"
Providencia,"Jugos y extractos vegetales; materias pécticas, pectinatos y pectatos; agar-agar y demás mucílagos y espesativos derivados de los vegetales, incluso modificados.","74122359,81"
Providencia,"Medicamentos (excepto los productos de las partidas 3002, 3005 ó 3006) constituidos por productos mezclados o sin mezclar, preparados para usos terapéuticos o profilácticos, dosificados (incluidos los administrados por vía transdérmica) o acondicionados para la venta al por menor.","67658952,03"
Providencia,"Manzanas, peras y membrillos, frescos.","63373000,43"
Providencia,"Damascos (albaricoques, chabacanos)*, cerezas, duraznos (melocotones)* (incluidos los griñones y nectarinas), ciruelas y endrinas, frescos.","57698373,06"
Providencia,"Aparatos de rayos X y aparatos que utilicen radiaciones alfa, beta o gamma, incluso para uso médico, quirúrgico, odontológico o veterinario, incluidos los aparatos de radiografía o radioterapia, tubos de rayos X y demás dispositivos generadores de rayos X, generadores de tensión, consolas de mando, pantallas, mesas, sillones y soportes similares para examen o tratamiento.","42176944,36"
Providencia,"Las demás frutas u otros frutos, frescos.","40408698,7"
Providencia,Preparaciones alimenticias no expresadas ni comprendidas en otra parte.,"37983524,59"
Providencia,"Pescado congelado, excepto los filetes y demás carne de pescado de la partida 0304.","35718541,44"
Providencia,Tomates preparados o conservados (excepto en vinagre o en ácido acético).,"33446545,36"
Providencia,"Máquinas automáticas para tratamiento o procesamiento de datos y sus unidades; lectores magnéticos u ópticos, máquinas para registro de datos sobre soporte en forma codificada y máquinas para tratamiento o procesamiento de estos datos, no expresados ni comprendidos en otra parte.","31175723,07"
Providencia,"Partes y accesorios (excepto los estuches, fundas y similares) identificables como destinados, exclusiva o principalmente, a las máquinas o aparatos de las partidas 8469 a 8472.","25866691,97"
Providencia,"Transformadores eléctricos, convertidores eléctricos estáticos (por ejemplo, rectificadores) y bobinas de reactancia (autoinducción).","24492674,75"
Providencia,"Semillas, frutos y esporas, para siembra.","24274165,11"
Providencia,"Harina, polvo y «pellets», de carne, despojos, pescado o de crustáceos, moluscos o demás invertebrados acuáticos, impropios para la alimentación humana; chicharrones.","22060935,82"
Providencia,"Polímeros naturales (por ejemplo: ácido algínico) y polímeros naturales modificados (por ejemplo: proteínas endurecidas, derivados químicos del caucho natural), no expresados ni comprendidos en otra parte, en formas primarias.","21546176,51"
Providencia,"Frutas y otros frutos, secos, excepto los de las partidas 0801 a 0806; mezclas de frutas u otros frutos, secos, o de frutos de cáscara de este Capítulo.","21138270,75"
Providencia,"Crustáceos, moluscos y demás invertebrados acuáticos, preparados o conservados.","21029480,97"
Providencia,"Extractos, esencias y concentrados de café, té o yerba mate y preparaciones a base de estos productos o a base de café, té o yerba mate; achicoria tostada y demás sucedáneos del café tostados y sus extractos, esencias y concentrados.","18170300,14"
Providencia,"Instrumentos y aparatos de medicina, cirugía, odontología o veterinaria, incluidos los de centellografía y demás aparatos electromédicos, así como los aparatos para pruebas visuales.","13445814,27"
Providencia,"Las demás placas, láminas, hojas y tiras, de plástico no celular y sin refuerzo, estratificación ni soporte o combinación similar con otras materias.",13133546
Providencia,"Carne de animales de la especie porcina, fresca, refrigerada o congelada.","12911732,2"
Providencia,"Teléfonos, incluidos los teléfonos móviles (celulares)* y los de otras redes inalámbricas; los demás aparatos para emisión, transmisión o recepción de voz, imagen u otros datos, incluidos los de comunicación en red con o sin cable (tales como redes locales (LAN) o extendidas (WAN)), distintos de los aparatos de emisión, transmisión o recepción de las partidas 8443, 8525, 8527 u 8528.","12511607,83"
Providencia,"Confituras, jaleas y mermeladas, purés y pastas de frutas u otros frutos, obtenidos por cocción, incluso con adición de azúcar u otro edulcorante.","11422539,44"
Providencia,"Partes identificables como destinadas, exclusiva o principalmente, a las máquinas o aparatos de las partidas 8425 a 8430.","10349790,45"
Providencia,Preparaciones y artículos farmacéuticos a que se refiere la Nota 4 de este Capítulo.,"10106429,01"
Providencia,"Grasas y aceites, y sus fracciones, de pescado o de mamíferos marinos, incluso refinados, pero sin modificar químicamente.","9631765,87"
Providencia,"Aceite de oliva y sus fracciones, incluso refinado, pero sin modificar químicamente.","8566446,7"
Providencia,"Bombas para líquidos, incluso con dispositivo medidor incorporado; elevadores de líquidos.","7748857,21"
Providencia,"Jugos de frutas u otros frutos (incluido el mosto de uva) o de hortalizas, sin fermentar y sin adición de alcohol, incluso con adición de azúcar u otro edulcorante.","6656185,44"
Providencia,"Plantas, partes de plantas, semillas y frutos de las especies utilizadas principalmente en perfumería, medicina o para usos insecticidas, parasiticidas o similares, frescos o secos, incluso cortados, quebrantados o pulverizados","6569376,8"
Providencia,"Insecticidas, raticidas y demás antirroedores, fungicidas, herbicidas, inhibidores de germinación y reguladores del crecimiento de las plantas, desinfectantes y productos similares, presentados en formas o  en  envases para la venta al por menor, o como preparaciones o artículos tales como cintas, mechas y velas, azufradas, y papeles matamoscas.","6427349,17"
Providencia,"Monitores y proyectores, que no incorporen aparato receptor de televisión; aparatos receptores de televisión, incluso con aparato receptor de radiodifusión o grabación o reproducción de sonido o imagen incorporado.","6260565,65"
Providencia,"Máquinas y aparatos de clasificar, cribar, separar, lavar, quebrantar, triturar, pulverizar, mezclar, amasar o sobar, tierra, piedra u otra materia mineral sólida (incluidos el polvo y la pasta);  máquinas de aglomerar, formar o moldear combustibles minerales sólidos, pastas cerámicas, cemento, yeso o demás materias minerales en polvo o pasta; máquinas de hacer moldes de arena para fundición.","6093902,72"
Providencia,Agrios (cítricos) frescos o secos.,"5086551,61"
Providencia,"Cebollas, chalotes, ajos, puerros y demás hortalizas aliáceas, frescos o refrigerados.","5018067,07"
Providencia,"Máquinas y aparatos para imprimir mediante planchas, cilindros y demás elementos impresores de la partida 8442; las demás máquinas impresoras, copiadoras y de fax, incluso combinadas entre sí; partes y accesorios.","4846309,21"
Providencia,"Despojos comestibles de animales de las especies bovina, porcina, ovina, caprina, caballar, asnal o mular, frescos, refrigerados o congelados.","4688498,05"
Providencia,"Aparatos eléctricos de señalización acústica o visual (por ejemplo: timbres, sirenas, tableros indicadores, avisadores de protección contra robo o incendio), excepto los de las partidas 8512 u 8530.","4540212,69"
Providencia,"Hortalizas secas, incluidas las cortadas en trozos o en rodajas o las trituradas o pulverizadas, pero sin otra preparación.","4423800,24"
Providencia,Alambre de cobre.,"4386842,57"
Providencia,"Pastas alimenticias, incluso cocidas o rellenas (de carne u otras sustancias) o  preparadas de otra forma, tales como espaguetis, fideos, macarrones, tallarines,  lasañas, ñoquis, ravioles, canelones; cuscús, incluso preparado.","4326062,99"
Providencia,"Aparatos para corte, seccionamiento, protección, derivación, empalme o conexión de circuitos eléctricos (por ejemplo: interruptores, conmutadores, relés, cortacircuitos, supresores de sobretensión transitoria, clavijas y tomas de corriente (enchufes), portalámparas y demás conectores, cajas de empalme), para una tensión inferior o igual a 1000 voltios; conectores de fibras ópticas, haces o cables de fibras ópticas.","4229590,04"
Providencia,"Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm.","4155055,42"
Providencia,"Los demás frutos de cáscara frescos o secos, incluso sin cáscara o mondados.","4053879,79"
Providencia,"Herramientas, monturas y mangos de herramientas, monturas y mangos de cepillos, brochas o escobas, de madera; hormas, ensanchadores y tensores para el calzado, de madera.","3973646,96"
Providencia,"Hortalizas, aunque estén cocidas en agua o vapor, congeladas.","3891620,4"
Providencia,"Frutas y otros frutos, conservados provisionalmente (por ejemplo: con gas sulfuroso o con agua salada, sulfurosa o adicionada de otras sustancias para dicha conservación), pero todavía impropios para consumo inmediato.","3520876,4"
Providencia,"Centrifugadoras, incluidas las secadoras centrífugas; aparatos para  filtrar o depurar líquidos o gases.","3308304,64"
Providencia,Las demás manufacturas de caucho vulcanizado sin endurecer.,"3262964,45"
Providencia,"Bombas de aire o de vacío, compresores de aire u otros gases y ventiladores;  campanas aspirantes para extracción o reciclado, con ventilador incorporado, incluso con filtro.","3200112,57"
Providencia,"Productos de panadería, pastelería o galletería, incluso con adición de cacao; hostias, sellos vacíos de los tipos utilizados para medicamentos, obleas para sellar, pastas secas de harina, almidón o fécula, en hojas, y productos similares.","3173632,97"
Providencia,"Las demás grasas y aceites vegetales fijos (incluido el aceite de jojoba), y sus fracciones, incluso refinados, pero sin modificar químicamente.","3064732,99"
Providencia,Las demás manufacturas de madera.,"2957576,34"
Providencia,"Madera (incluidas las tablillas y frisos para parqués, sin ensamblar) perfilada longitudinalmente (con lengüetas, ranuras, rebajes, acanalados, biselados, con juntas en v, moldurados, redondeados o similares) en una o varias caras, cantos o extremos, incluso cepillada, lijada o unida por los extremos.","2719236,57"
Providencia,"Pescado fresco o refrigerado, excepto los filetes y demás carne de pescado de la partida 0304.","2619460,2"
Providencia,"Hilos, cables (incluidos los coaxiales) y demás conductores aislados para electricidad, aunque estén laqueados, anodizados o provistos de piezas de conexión; cables de fibras ópticas constituidos por fibras enfundadas individualmente, incluso con conductores eléctricos incorporados o provistos de piezas de conexión.","2586047,62"
Providencia,"Construcciones y sus partes (por ejemplo: puentes y sus partes, compuertas de esclusas, torres, castilletes, pilares, columnas, armazones para techumbre, techados, puertas y ventanas y sus marcos, contramarcos  y umbrales, cortinas de cierre, barandillas), de fundición, hierro o acero, excepto las construcciones prefabricadas de la partida 9406; chapas, barras, perfiles, tubos y similares, de fundición, hierro o acero, preparados para la construcción.","2508872,92"
Providencia,Corcho aglomerado (incluso con aglutinante) y manufacturas de corcho aglomerado.,"2408056,67"
Providencia,Neumáticos (llantas neumáticas) nuevos de caucho.,"2375814,96"
Providencia,"Productos a base de cereales obtenidos por inflado o tostado (por ejemplo: hojuelas o copos de maíz); cereales (excepto el maíz) en grano o en forma de copos u otro grano trabajado (excepto la harina, grañones y sémola), precocidos o preparados de otro modo, no expresados ni comprendidos en otra parte.","2334481,33"
Providencia,"Fósforos (cerillas), excepto los artículos de pirotecnia de la partida 3604.","2325264,76"
Providencia,"Discos, cintas, dispositivos de almacenamiento permanente de datos a base de semiconductores, tarjetas inteligentes («smart cards») y demás soportes para grabar sonido o grabaciones análogas, grabados o no, incluso las matrices y moldes galvánicos para fabricación de discos, excepto los productos del Capítulo 37.","2252533,36"
Providencia,"Ácidos carboxílicos con funciones oxigenadas suplementarias y sus anhídridos, halogenuros, peróxidos y peroxiácidos; sus derivados halogenados, sulfonados, nitrados o nitrosados.","2243320,91"
Providencia,"Tornillos, pernos, tuercas, tirafondos, escarpias roscadas, remaches, pasadores, clavijas, chavetas, arandelas (incluidas las arandelas de muelle (resorte)) y artículos similares, de fundición, hierro o acero.","2201957,03"
Providencia,"Correas transportadoras o de transmisión, de caucho vulcanizado.","2172487,56"
Providencia,"Tubos y accesorios de tubería (por ejemplo: juntas, codos, empalmes (racores)), de plástico.","2103446,62"
Providencia,"Las demás máquinas y aparatos de elevación, carga, descarga o manipulación (por ejemplo: ascensores, escaleras mecánicas, transportadores, teleféricos).","2075622,9"
Providencia,"Máquinas y aparatos eléctricos con función propia, no expresados ni comprendidos en otra parte de este Capítulo.","2020794,47"
Providencia,"Monofilamentos cuya mayor dimensión del corte transversal sea superior a 1 mm, barras, varillas y perfiles, incluso trabajados en la superficie pero sin otra labor, de plástico.","1981590,04"
Providencia,"Harina, sémola y polvo de las hortalizas de la partida 0713, de sagú o de las raíces o tubérculos de la partida 0714 o de los productos del Capítulo 8.","1979602,69"
Providencia,"Lámparas y tubos eléctricos de incandescencia o de descarga, incluidos los faros o unidades «sellados» y las lámparas y tubos de rayos ultravioletas o infrarrojos; lámparas de arco.","1926341,72"
Providencia,"Frutas u otros frutos y demás partes comestibles de plantas, preparados o conservados de otro modo, incluso con adición de azúcar u otro edulcorante o alcohol, no expresados ni comprendidos en otra parte.","1918111,47"
Providencia,"Alcohol etílico sin desnaturalizar con grado alcohólico volumétrico inferior al 80 % vol; aguardientes, licores y demás bebidas espirituosas.","1895803,8"
Providencia,Circuitos electrónicos integrados.,"1853724,49"
Providencia,"Útiles intercambiables para herramientas de mano, incluso mecánicas, o para máquinas herramienta (por ejemplo: de embutir, estampar, punzonar, roscar (incluso aterrajar), taladrar, escariar, brochar, fresar, tornear, atornillar), incluidas las hileras de extrudir o de estirar (trefilar)* metal, así como los útiles de perforación o sondeo.","1846361,01"
Providencia,Abonos minerales o químicos potásicos.,"1819551,63"
Providencia,"Calzado con suela de caucho, plástico, cuero natural o regenerado y parte superior de cuero natural.","1800914,29"
Providencia,"Desperdicios y desechos (chatarra), de fundición, hierro o acero; lingotes de chatarra de hierro o acero.","1796428,86"
Providencia,"Dátiles, higos, piñas (ananás), paltas (aguacates)*, guayabas, mangos y mangostanes, frescos o secos.","1752464,81"
Providencia,"Cuadros, paneles, consolas, armarios y demás soportes equipados con varios aparatos de las partidas  8535 u 8536, para control o distribución de electricidad, incluidos los que incorporen instrumentos o aparatos del Capítulo 90, así como los aparatos de control numérico, excepto los aparatos de conmutación de la partida 8517.","1695165,8"
Providencia,"Madera en bruto, incluso descortezada, desalburada o escuadrada.","1650141,77"
Providencia,"Oro (incluido el oro platinado) en bruto, semilabrado o en polvo.","1622215,85"
Providencia,"Árboles de transmisión (incluidos los de levas y los cigüeñales) y manivelas; cajas de cojinetes y cojinetes; engranajes y ruedas de fricción; husillos fileteados de bolas o rodillos; reductores, multiplicadores y variadores de velocidad, incluidos los convertidores de par; volantes y poleas, incluidos los motones; embragues y órganos de acoplamiento, incluidas las juntas de articulación.","1533332,37"
Providencia,"Calentadores eléctricos de agua de calentamiento instantáneo o acumulación y calentadores eléctricos de inmersión; aparatos eléctricos para calefacción de espacios o suelos; aparatos electrotérmicos para el cuidado del cabello (por ejemplo: secadores, rizadores, calientatenacillas) o para secar las manos; planchas eléctricas; los demás aparatos electrotérmicos de uso doméstico; resistencias calentadoras, excepto las de la partida 8545.","1506435,9"
Providencia,Chocolate y demás preparaciones alimenticias que contengan cacao.,1504957
Providencia,"Artículos de grifería y órganos similares para tuberías, calderas, depósitos, cubas o continentes similares, incluidas las válvulas reductoras de presión y las válvulas termostáticas.","1444581,61"
Providencia,"Algarrobas, algas, remolacha azucarera y caña de azúcar, frescas, refrigeradas, congeladas o secas, incluso pulverizadas; huesos (carozos)* y almendras de frutos y demás productos vegetales  (incluidas las raíces de achicoria sin tostar de la variedad Cichorium intybus sativum) empleados principalmente en la alimentación humana, no expresados ni comprendidos en otra parte.","1392623,35"
Providencia,Las demás manufacturas de hierro o acero.,"1382485,99"
Providencia,"Nabos forrajeros, remolachas forrajeras, raíces forrajeras, heno, alfalfa, trébol, esparceta, coles forrajeras, altramuces, vezas y productos forrajeros similares, incluso en «pellets».","1366788,69"
Providencia,Las demás manufacturas de plástico y manufacturas de las demás materias de las partidas 3901 a 3914.,"1343685,46"
Providencia,Artículos de confitería sin cacao (incluido el chocolate blanco).,1323016
Providencia,"Masilla, cementos de resina y demás mástiques; plastes (enduidos) utilizados en pintura; plastes (enduidos) no refractarios de los tipos utilizados en albañilería.","1314747,96"
Providencia,Instrumentos y aparatos para regulación o control automáticos.,"1299928,34"
Providencia,"Motores y generadores, eléctricos, excepto los grupos electrógenos.","1254343,4"
Providencia,"Instrumentos y aparatos para la medida o control del caudal, nivel, presión u otras características variables de líquidos o gases (por ejemplo: caudalímetros, indicadores de nivel, manómetros, contadores de calor), excepto los instrumentos y aparatos de las partidas 9014, 9015, 9028 ó 9032.","1219792,26"
Providencia,"Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera; moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado; harina, polvo y «pellets» de moluscos, aptos para la alimentación humana.","1201587,7"
Providencia,"Tintas de imprimir, tintas de escribir o de dibujar y demás tintas, incluso concentradas o sólidas.","1165701,84"
Providencia,"Las demás semillas y frutos oleaginosos, incluso quebrantados.","1150972,86"
Providencia,Contenedores (incluidos los contenedores cisterna y los contenedores depósito) especialmente concebidos y equipados para uno o varios medios de transporte.,"1150570,88"
Providencia,"Micrófonos y sus soportes; altavoces (altoparlantes), incluso montados en sus cajas; auriculares, incluidos los de casco, estén o no combinados con micrófono, y juegos o conjuntos constituidos por un micrófono y uno o varios altavoces (altoparlantes); amplificadores eléctricos de audiofrecuencia; equipos eléctricos para amplificación de sonido.","1126511,71"
Providencia,"Aparatos de alumbrado (incluidos los proyectores) y sus partes, no expresados ni comprendidos en otra parte; anuncios, letreros y placas indicadoras, luminosos y artículos similares, con fuente de luz inseparable, y sus partes no expresadas ni comprendidas en otra parte.","1073465,35"
Providencia,Perfumes y aguas de tocador.,"1062627,34"
Providencia,"Abonos minerales o químicos, con dos o tres de los elementos fertilizantes: nitrógeno, fósforo y potasio; los demás abonos; productos de este Capítulo en tabletas o formas similares o en envases de un peso bruto inferior o igual a 10 kg.","1018002,38"
Providencia,"Aparatos emisores de radiodifusión o televisión, incluso con aparato receptor o de grabación o reproducción de sonido incorporado; cámaras de televisión, cámaras digitales y videocámaras.","973070,73"
Providencia,Compuestos aminados con funciones oxigenadas.,912450
Providencia,Los demás motores y máquinas motrices.,"860577,78"
Providencia,"Partes identificables como destinadas, exclusiva o principalmente, a las máquinas de las partidas 8501 u 8502.","840475,39"
Providencia,"Partes identificables como destinadas, exclusiva o principalmente, a los aparatos de las partidas 8535, 8536 u 8537.","830533,29"
Providencia,Los demás calzados con suela y parte superior de caucho o plástico.,"823697,33"
Providencia,"Herramientas de mano (incluidos los diamantes de vidriero) no expresadas ni comprendidas en otra parte; lámparas de soldar y similares; tornillos de banco, prensas de carpintero y similares, excepto los que sean accesorios o partes de máquinas herramienta; yunques; fraguas portátiles; muelas de mano o pedal, con bastidor.","773838,66"
Providencia,"Libros, folletos e impresos similares, incluso en hojas sueltas.","767958,5"
Providencia,"Cajones, cajas, jaulas, tambores y envases similares, de madera; carretes para cables, de madera; paletas, paletas caja y demás plataformas para carga, de madera; collarines para paletas, de madera.","752812,31"
Providencia,"Aparatos de grabación o reproducción de imagen y sonido (vídeos), incluso con receptor de señales de imagen y sonido incorporado.","745331,95"
Providencia,"Juntas metaloplásticas; surtidos de juntas o empaquetaduras de distinta composición presentados en bolsitas, sobres o envases análogos; juntas mecánicas de estanqueidad.","678256,99"
Providencia,Hidrocarburos cíclicos.,"676247,89"
Providencia,"Herramientas neumáticas, hidráulicas o con motor incorporado, incluso eléctrico, de uso manual.","671763,8"
Providencia,"Mezclas de sustancias odoríferas y mezclas (incluidas las disoluciones alcohólicas) a base de una o varias de estas sustancias, de los tipos utilizados como materias básicas para la industria; las demás preparaciones a base de sustancias odoríferas, de los tipos  utilizados para la elaboración de bebidas.","659763,3"
Providencia,"Ámbar gris, castóreo, algalia y almizcle; cantáridas; bilis, incluso desecada; glándulas y demás sustancias de origen animal utilizadas para la preparación de productos farmacéuticos, frescas, refrigeradas, congeladas o conservadas provisionalmente de otra forma.","655099,15"
Providencia,"Colas y demás adhesivos preparados, no expresados ni comprendidos en otra parte; productos de cualquier clase utilizados como colas o adhesivos, acondicionados para la venta al por menor como colas o adhesivos, de peso neto inferior o igual a 1 kg.","602386,28"
Providencia,Hidrocarburos acíclicos.,"585501,5"
Providencia,"Máquinas para la preparación de materia textil; máquinas para hilar, doblar o retorcer materia textil y demás máquinas y aparatos para la fabricación de hilados textiles; máquinas para bobinar (incluidas las canilleras) o devanar materia textil y máquinas para la preparación de hilados textiles para su utilización en las máquinas de las partidas 8446 u 8447.","582850,92"
Providencia,Miel natural.,"572162,62"
Providencia,"Aparatos electromecánicos con motor eléctrico incorporado, de uso doméstico, excepto las aspiradoras de la partida 8508.","570943,59"
Providencia,"Máquinas (incluidas las prensas) de forjar o estampar, martillos pilón y otras máquinas de martillar, para trabajar metal; máquinas (incluidas las prensas) de enrollar, curvar, plegar, enderezar, aplanar, cizallar, punzonar o entallar, metal; prensas para trabajar metal o carburos metálicos, no expresadas anteriormente.","568062,33"
Providencia,"Reactivos de diagnóstico o de laboratorio sobre cualquier soporte y reactivos de diagnóstico o de laboratorio preparados, incluso sobre soporte, excepto los de las partidas 3002 ó 3006; materiales de referencia certificados.","558728,99"
Providencia,"Cueros y pieles en bruto, de bovino (incluido el búfalo) o de equino (frescos o salados, secos, encalados, piquelados o conservados de otro modo, pero sin curtir, apergaminar ni preparar de otra forma), incluso depilados o divididos.","556809,5"
